MaStR-Nr. der Einheit;Anzeige-Name der Einheit;Betriebs-Status;Inbetriebnahmedatum der Einheit;Registrierungsdatum der Einheit;Energieträger;Bruttoleistung der Einheit;Nettonennleistung der Einheit;Postleitzahl;Ort;Name des Anlagenbetreibers (nur Org.);"	MaStR-Nr. des Anlagenbetreibers";Letzte Aktualisierung
SEE958581373825;Upahl I;In Betrieb;19.11.2010;24.03.2020;Wind;2000;2000;23936;Upahl;Windenergie Kastahn GmbH & Co.KG;ABR943747083632;16.01.2025
SEE926101170605;Upahl II;In Betrieb;18.10.2013;24.03.2020;Wind;2300;2300;23936;Upahl;Windenergie Kastahn GmbH & Co.KG;ABR943747083632;16.01.2025
SEE995304176660;WEA 8;In Betrieb;12.03.2020;18.03.2020;Wind;3600;3600;19230;Hoort;Windpark Hoort 1 GmbH & Co. Betriebs-KG;ABR937496028297;18.06.2021
SEE946531936114;WEA 8;In Betrieb;09.03.2020;18.03.2020;Wind;2350;2350;18233;Ravensberg;Windpark Ravensberg/Krempin GmbH & Co. Betriebs KG;ABR961323222848;19.10.2023
SEE928746271501;WEA 5;In Betrieb;11.03.2020;18.03.2020;Wind;2350;2350;18233;Ravensberg;Windpark Ravensberg/Krempin GmbH & Co. Betriebs KG;ABR961323222848;19.10.2023
SEE998183598363;WEA 6;In Betrieb;09.03.2020;17.03.2020;Wind;2350;2350;18233;Ravensberg;Windpark Ravensberg/Krempin GmbH & Co. Betriebs KG;ABR961323222848;19.10.2023
SEE921480392747;E 826153-05;In Betrieb;29.01.2015;13.03.2020;Wind;2300;2300;19209;Badow;Windpark Renzow GmbH & Co. KG;ABR940343606333;16.08.2024
SEE993434057668;E 826163-15;In Betrieb;21.01.2015;13.03.2020;Wind;2300;2300;19209;Renzow;Windpark Renzow GmbH & Co. KG;ABR940343606333;16.08.2024
SEE979044289279;WKA Rukieten / 58 195;In Betrieb;09.06.2004;12.03.2020;Wind;1000;1000;18258;Rukieten;Windpark Rukieten GbR;ABR904165865071;25.10.2021
SEE931956421802;WP Hoort 3 - WEA10;In Betrieb;14.02.2020;11.03.2020;Wind;3600;3600;19230;Hoort;Windpark Hoort 3 GmbH;ABR971221396275;28.01.2025
SEE943261012811;WKA 10 Rukieten Enercon E 101;In Betrieb;03.07.2014;06.03.2020;Wind;3050;3050;18276;Mistorf;Johann-Georg Jaeger - regenerative Energien;ABR906824255209;03.01.2025
SEE962598937567;WKA 17 / W 2 / 82 5991;In Betrieb;12.09.2014;06.03.2020;Wind;2300;2300;18276;Groß Schwiesow;Johann-Georg Jaeger - regenerative Energien;ABR906824255209;10.11.2023
SEE924741491043;WKA 16 / W 3 / 101 0800;In Betrieb;24.09.2014;06.03.2020;Wind;3050;3050;18276;Groß Schwiesow;Johann-Georg Jaeger - regenerative Energien;ABR906824255209;10.11.2023
SEE973204347908;WKA 15 / W4 / 82 5990;In Betrieb;02.09.2014;06.03.2020;Wind;2300;2300;18276;Groß Schwiesow;Johann-Georg Jaeger - regenerative Energien;ABR906824255209;25.06.2024
SEE960108417233;WKA 18 / A1 / 82 5989;In Betrieb;26.08.2016;06.03.2020;Wind;2300;2300;18276;Groß Schwiesow;Johann-Georg Jaeger - regenerative Energien;ABR906824255209;10.11.2023
SEE939956028434;WKA 12 / 701 557;In Betrieb;13.11.2003;06.03.2020;Wind;1800;1800;18276;Mistorf;Johann-Georg Jaeger - regenerative Energien;ABR906824255209;25.06.2024
SEE971860795576;WKA 13 / 702 191;In Betrieb;08.12.2004;06.03.2020;Wind;2000;2000;18276;Mistorf;Johann-Georg Jaeger - regenerative Energien;ABR906824255209;25.06.2024
SEE912482391487;Retzin E 40;In Betrieb;22.10.1997;02.03.2020;Wind;500;500;17321;Ramin;Biogas Ramin GmbH;ABR933377517751;04.03.2021
SEE933335462994;FrHof 01-702178;In Betrieb;13.12.2004;24.02.2020;Wind;2000;2000;17087;Altentreptow;Windpark Friedrichshof GmbH & Co.KG;ABR946373538255;09.07.2021
SEE952013958093;FrHof 02-702179;In Betrieb;09.12.2004;24.02.2020;Wind;2000;2000;17087;Altentreptow;Windpark Friedrichshof GmbH & Co.KG;ABR946373538255;09.07.2021
SEE957136671119;WEA Kurzen Trechow, KNE 2, 3.05 MW;In Betrieb;01.02.2016;21.02.2020;Wind;3050;3050;18246;Kurzen Trechow;WP Kurzen Trechow GmbH;ABR958528227020;28.01.2025
SEE930317939475;41819;In Betrieb;01.01.2000;21.02.2020;Wind;500;500;19374;Groß Niendorf;Alterric Windpark GmbH & Co. Groß Niendorf I KG;ABR979481836296;06.04.2022
SEE954036789944;41814;In Betrieb;01.01.2000;21.02.2020;Wind;500;500;19374;Groß Niendorf;Alterric Windpark GmbH & Co. Groß Niendorf I KG;ABR979481836296;18.02.2022
SEE977907923636;41815;In Betrieb;01.01.2000;21.02.2020;Wind;500;500;19374;Groß Niendorf;Alterric Windpark GmbH & Co. Groß Niendorf I KG;ABR979481836296;18.02.2022
SEE915355680763;51816;In Betrieb;04.04.2000;21.02.2020;Wind;500;500;19374;Groß Niendorf;Alterric Windpark GmbH & Co. Groß Niendorf I KG;ABR979481836296;18.02.2022
SEE995331925743;41817;In Betrieb;01.01.2000;21.02.2020;Wind;500;500;19374;Groß Niendorf;Alterric Windpark GmbH & Co. Groß Niendorf I KG;ABR979481836296;18.02.2022
SEE909480786780;41818;In Betrieb;30.03.2000;20.02.2020;Wind;500;500;19374;Groß Niendorf;Alterric Windpark GmbH & Co. Groß Niendorf I KG;ABR979481836296;06.04.2022
SEE986777286727;66012;In Betrieb;17.07.1997;19.02.2020;Wind;1500;1500;18556;Wiek;Windparkgesellschaft mbH Bohlendorf & Co. Kommanditgesellschaft;ABR931955083407;06.11.2024
SEE960254624073;66013;In Betrieb;19.07.1997;19.02.2020;Wind;1500;1500;18556;Wiek;Windparkgesellschaft mbH Bohlendorf & Co. Kommanditgesellschaft;ABR931955083407;11.12.2024
SEE904899733264;WEA 1 SIG;In Betrieb;12.02.2020;18.02.2020;Wind;3600;3600;19376;Siggelkow;Energiepark Redlin GmbH & Co. KG;ABR939193781918;28.01.2025
SEE996057881450;WEA 08;In Betrieb;12.02.2020;17.02.2020;Wind;3600;3600;19376;Siggelkow;EWI Redlin Eins GmbH & Co. KG;ABR924379929420;18.07.2024
SEE934950904913;WEA 1;In Betrieb;22.01.2020;10.02.2020;Wind;2350;2350;18233;Carinerland;Windpark Ravensberg/Krempin GmbH & Co. Betriebs KG;ABR961323222848;10.11.2023
SEE968975038681;WPK E-40;In Betrieb;21.02.2000;08.02.2020;Wind;600;600;23942;Neuenhagen;(natürliche Person);ABR936914848509;29.01.2024
SEE947009291360;E 1010908;In Betrieb;30.12.2014;04.02.2020;Wind;3050;3050;17309;Fahrenwalde;NeunBerge GmbH & Co. 3. Betriebs KG;ABR969031374811;29.01.2025
SEE940766426457;1011137;In Betrieb;01.09.2016;31.01.2020;Wind;3050;3050;17209;Bütow;Elde-Wind GmbH & Co. KG;ABR936877587941;19.05.2025
SEE986121868685;1011140;In Betrieb;29.09.2016;31.01.2020;Wind;3050;3050;17209;Bütow;Elde-Wind GmbH & Co. KG;ABR936877587941;26.06.2025
SEE970327897525;1011141;In Betrieb;01.09.2016;31.01.2020;Wind;3050;3050;17209;Bütow;Elde-Wind GmbH & Co. KG;ABR936877587941;04.03.2025
SEE984449815343;ABR943410191053;In Betrieb;17.06.1996;31.01.2020;Wind;600;600;17126;Jarmen;Windpark Klein Toitin BetriebsKG;ABR943410191053;27.05.2021
SEE914243330872;ABR943410191053;In Betrieb;17.06.1996;31.01.2020;Wind;600;600;17126;Jarmen;Windpark Klein Toitin BetriebsKG;ABR943410191053;15.09.2021
SEE950436498233;ABR943410191053;In Betrieb;17.06.1996;31.01.2020;Wind;600;600;17126;Jarmen;Windpark Klein Toitin BetriebsKG;ABR943410191053;15.09.2021
SEE990388054309;ABR943410191053;In Betrieb;17.06.1996;31.01.2020;Wind;600;600;17126;Jarmen;Windpark Klein Toitin BetriebsKG;ABR943410191053;07.07.2021
SEE974217800565;13991;In Betrieb;28.11.2001;30.01.2020;Wind;2000;2000;18519;Sundhagen;Umspannwerk Miltzow/Mannhagen GbR;ABR969427026430;16.09.2024
SEE901458351167;WEA 11;In Betrieb;22.01.2020;27.01.2020;Wind;3600;3600;19230;Hoort;Windpark Hoort 1 GmbH & Co. Betriebs-KG;ABR937496028297;04.08.2022
SEE986363691690;V-66306;In Betrieb;29.12.2001;27.01.2020;Wind;1500;1500;17509;Wusterhusen;Köpnick & Preißler oHG;ABR937695609075;27.01.2020
SEE909057761394;V-66480;In Betrieb;21.12.2001;27.01.2020;Wind;1500;1500;17509;Wusterhusen;Köpnick & Preißler oHG;ABR937695609075;27.01.2020
SEE923255546423;V-65933;In Betrieb;23.12.2001;27.01.2020;Wind;750;750;17509;Wusterhusen;Köpnick & Preißler oHG;ABR937695609075;27.01.2020
SEE916421017230;V-66305;In Betrieb;27.12.2001;27.01.2020;Wind;1500;1500;17509;Wusterhusen;Köpnick & Preißler oHG;ABR937695609075;27.01.2020
SEE967904593970;V-66256;In Betrieb;22.12.2001;27.01.2020;Wind;1500;1500;17509;Wusterhusen;Köpnick & Preißler oHG;ABR937695609075;27.01.2020
SEE995023947763;V-66447;In Betrieb;27.12.2001;27.01.2020;Wind;1500;1500;17509;Wusterhusen;Köpnick & Preißler oHG;ABR937695609075;27.01.2020
SEE979427668059;V-65857;In Betrieb;30.12.2001;27.01.2020;Wind;750;750;17509;Wusterhusen;Köpnick & Preißler oHG;ABR937695609075;27.01.2020
SEE972541998033;V-66304;In Betrieb;21.12.2001;27.01.2020;Wind;1500;1500;17509;Wusterhusen;Köpnick & Preißler oHG;ABR937695609075;27.01.2020
SEE926909879878;V-66377;In Betrieb;30.12.2001;27.01.2020;Wind;1500;1500;17509;Wusterhusen;Köpnick & Preißler oHG;ABR937695609075;27.01.2020
SEE991833047082;V-66303;In Betrieb;27.12.2001;27.01.2020;Wind;1500;1500;17509;Wusterhusen;Köpnick & Preißler oHG;ABR937695609075;27.01.2020
SEE983163528775;V-66476;In Betrieb;28.12.2001;27.01.2020;Wind;1500;1500;17509;Wusterhusen;Köpnick & Preißler oHG;ABR937695609075;27.01.2020
SEE906941347849;V-66552;In Betrieb;29.12.2001;27.01.2020;Wind;1500;1500;17509;Wusterhusen;Köpnick & Preißler oHG;ABR937695609075;27.01.2020
SEE933232467764;V-66477;In Betrieb;30.12.2001;27.01.2020;Wind;1500;1500;17509;Wusterhusen;Berthold Lösing Windkraft;ABR924771445917;12.12.2024
SEE974435212454;V-66479;In Betrieb;29.12.2001;27.01.2020;Wind;1500;1500;17509;Wusterhusen;Köpnick & Preißler oHG;ABR937695609075;27.01.2020
SEE901285582710;V-65934;In Betrieb;22.12.2001;27.01.2020;Wind;750;750;17509;Wusterhusen;Köpnick & Preißler oHG;ABR937695609075;27.01.2020
SEE954959838378;V-65935;In Betrieb;02.04.2002;27.01.2020;Wind;750;750;17509;Wusterhusen;Anna Lösing Windkraft;ABR979757112949;09.12.2024
SEE982340240912;V-66448;In Betrieb;21.12.2001;27.01.2020;Wind;1500;1500;17509;Wusterhusen;Dr. Thomas Dellweg;ABR962487404798;21.05.2025
SEE932863145263;V-66446;In Betrieb;28.12.2001;27.01.2020;Wind;1500;1500;17509;Wusterhusen;Köpnick & Preißler oHG;ABR937695609075;27.01.2020
SEE997442636907;V-66255;In Betrieb;29.12.2001;27.01.2020;Wind;1500;1500;17509;Wusterhusen;Windpark Brünzow GmbH & Co. Zweite Betriebs KG;ABR913492351195;03.09.2025
SEE989433244499;V-66257;In Betrieb;30.12.2001;27.01.2020;Wind;1500;1500;17509;Wusterhusen;Köpnick & Preißler oHG;ABR937695609075;27.01.2020
SEE996927458935;V-66302;In Betrieb;22.12.2001;27.01.2020;Wind;1500;1500;17509;Wusterhusen;Köpnick & Preißler oHG;ABR937695609075;27.01.2020
SEE925160015421;V-66478;In Betrieb;28.12.2001;27.01.2020;Wind;1500;1500;17509;Wusterhusen;Köpnick & Preißler oHG;ABR937695609075;27.01.2020
SEE957302167798;WEA Tierpark;In Betrieb;17.12.2019;24.01.2020;Wind;6;6;18437;Stralsund;SWS Natur GmbH;ABR957841327066;26.02.2020
SEE956231707419;WEA-01-100277;In Betrieb;16.12.2016;24.01.2020;Wind;2000;2000;18507;Grimmen;BS Windertrag Nr. 3 GmbH & Co. KG;ABR992629968574;18.09.2024
SEE945654635942;WEA 01;In Betrieb;31.10.2014;23.01.2020;Wind;2000;2000;18519;Sundhagen;CP Wind Zweiundvierzigste GmbH & Co. KG;ABR985853670627;18.12.2024
SEE977749808900;WEA 9;In Betrieb;05.12.2014;21.01.2020;Wind;3000;3000;18276;Glasewitz;Windpark Glasewitz 3 GmbH & Co. KG;ABR974018097959;18.01.2021
SEE905632800618;WEA 4;In Betrieb;18.12.2019;17.01.2020;Wind;2350;2350;18233;Ravensberg;Windpark Ravensberg/Krempin GmbH & Co. Betriebs KG;ABR961323222848;19.10.2023
SEE958902137006;WEA 2;In Betrieb;20.12.2019;17.01.2020;Wind;2350;2350;18233;Carinerland;Windpark Ravensberg/Krempin GmbH & Co. Betriebs KG;ABR961323222848;23.10.2023
SEE928987376591;WEA 3;In Betrieb;31.12.2019;17.01.2020;Wind;2350;2350;18233;Carinerland;Windpark Ravensberg/Krempin GmbH & Co. Betriebs KG;ABR961323222848;23.10.2023
SEE979712522721;Triton 1;In Betrieb;28.12.2001;16.01.2020;Wind;900;900;19386;Lübz;Triton Wind GmbH & CO. KG;ABR917248788587;07.01.2025
SEE995754592492;Triton 3;In Betrieb;20.12.2001;16.01.2020;Wind;900;900;19386;Lübz;Triton Wind GmbH & CO. KG;ABR917248788587;07.01.2025
SEE941250542974;210341;In Betrieb;22.01.2016;15.01.2020;Wind;3300;3300;18519;Sundhagen;Umspannwerk Miltzow/Mannhagen GbR;ABR969427026430;07.10.2024
SEE974390850722;WKASWN;Endgültig stillgelegt;30.12.2005;15.01.2020;Wind;500;500;19055;Schwerin;(natürliche Person);;16.02.2024
SEE964506978570;16426;In Betrieb;16.12.2002;15.01.2020;Wind;2000;2000;18519;Sundhagen;Umspannwerk Miltzow/Mannhagen GbR;ABR969427026430;27.09.2024
SEE917765148796;Anlage 1;In Betrieb;04.02.1995;14.01.2020;Wind;350;350;23923;Selmsdorf;(natürliche Person);ABR954241729032;08.05.2024
SEE975807044260;Anlage 2;In Betrieb;04.02.1995;14.01.2020;Wind;270;270;23923;Selmsdorf;(natürliche Person);ABR954241729032;08.05.2024
SEE906806953550;WEA 15 43060;In Betrieb;01.01.1999;09.01.2020;Wind;600;600;19386;Werder;Jacobs Werder GbR;ABR944863470566;02.05.2022
SEE964869216753;WEA 05 41539;Endgültig stillgelegt;20.03.1999;09.01.2020;Wind;500;500;19386;Werder;(natürliche Person);;02.10.2024
SEE902103860881;WEA 12 41546;Endgültig stillgelegt;01.01.1999;08.01.2020;Wind;500;500;19386;Werder;(natürliche Person);;15.08.2024
SEE992361992486;E70;In Betrieb;02.12.1993;08.01.2020;Wind;500;500;18519;Sundhagen;(natürliche Person);ABR981101676816;02.12.2024
SEE907803430969;WP Hoort 2 - WEA09;In Betrieb;28.11.2019;02.01.2020;Wind;3600;3600;19230;Hoort;Windpark Hoort 2 GmbH & Co. KG;ABR939826000522;28.01.2025
SEE917289370987;WP Hoort 2 - WEA14;In Betrieb;18.12.2019;02.01.2020;Wind;3600;3600;19230;Hoort;Windpark Hoort 2 GmbH & Co. KG;ABR939826000522;28.01.2025
SEE963902406694;Hauswindnebenanlage;In Betrieb;24.09.2013;21.12.2019;Wind;3,5;3,5;18569;Ummanz;(natürliche Person);ABR921708436123;21.12.2019
SEE966844632824;1011395;In Betrieb;23.10.2019;20.12.2019;Wind;3050;3050;17209;Zepkow;Elde-Wind GmbH & Co. KG;ABR936877587941;11.06.2025
SEE965006347569;BAR WEA 01;In Betrieb;22.02.2018;20.12.2019;Wind;3450;3450;17089;Bartow;EWI Bartow GmbH & Co. KG;ABR942560018630;01.12.2023
SEE939587506271;BAR WEA 02;In Betrieb;23.02.2018;20.12.2019;Wind;3450;3450;17089;Bartow;EWI Bartow GmbH & Co. KG;ABR942560018630;01.12.2023
SEE953924458108;BAR WEA 03;In Betrieb;23.02.2018;20.12.2019;Wind;3450;3450;17089;Bartow;EWI Bartow GmbH & Co. KG;ABR942560018630;01.12.2023
SEE930385872605;BAR WEA 04;In Betrieb;15.03.2018;20.12.2019;Wind;3450;3450;17089;Bartow;EWI Bartow GmbH & Co. KG;ABR942560018630;01.12.2023
SEE999135105721;WEA05;In Betrieb;18.12.2019;19.12.2019;Wind;2350;2350;23923;Schönberg;Bürgerwindpark Schönberg GmbH & Co. KG;ABR994636054042;15.07.2024
SEE950121979375;Bernitt WEA 1010825;In Betrieb;28.11.2014;19.12.2019;Wind;3050;3050;18249;Bernitt;Snow Wind GmbH &Co. KG;ABR962278875509;07.11.2024
SEE964860300062;WEA 7;In Betrieb;03.12.2019;17.12.2019;Wind;3600;3600;19230;Hoort;Windpark Hoort 1 GmbH & Co. Betriebs-KG;ABR937496028297;04.08.2022
SEE932655440033;WEA 12;In Betrieb;09.12.2019;17.12.2019;Wind;3600;3600;19230;Hoort;Windpark Hoort 1 GmbH & Co. Betriebs-KG;ABR937496028297;04.08.2022
SEE959592241035;WEA 13;In Betrieb;28.11.2019;17.12.2019;Wind;3600;3600;19230;Hoort;Windpark Hoort 1 GmbH & Co. Betriebs-KG;ABR937496028297;04.08.2022
SEE965516699349;G-100183847;In Betrieb;10.09.2012;17.12.2019;Wind;2000;2000;17111;Sarow;JABALI Mobiliengesellschaft mbH & Co. KG;ABR904504764553;07.04.2025
SEE968272361550;G-100183848;In Betrieb;22.08.2012;17.12.2019;Wind;2000;2000;17111;Sarow;JABALI Mobiliengesellschaft mbH & Co. KG;ABR904504764553;06.03.2025
SEE944789494783;G-100183849;In Betrieb;31.08.2012;17.12.2019;Wind;2000;2000;17111;Sarow;JABALI Mobiliengesellschaft mbH & Co. KG;ABR904504764553;29.01.2025
SEE930446892412;G-100183850;In Betrieb;13.09.2012;17.12.2019;Wind;2000;2000;17111;Sarow;JABALI Mobiliengesellschaft mbH & Co. KG;ABR904504764553;04.03.2025
SEE916338105716;G-100183851;In Betrieb;16.08.2012;17.12.2019;Wind;2000;2000;17111;Sarow;JABALI Mobiliengesellschaft mbH & Co. KG;ABR904504764553;03.04.2025
SEE953422793831;G-100183852;In Betrieb;29.08.2012;17.12.2019;Wind;2000;2000;17111;Sarow;JABALI Mobiliengesellschaft mbH & Co. KG;ABR904504764553;05.03.2025
SEE937890070359;G-100183853;In Betrieb;06.09.2012;17.12.2019;Wind;2000;2000;17111;Sarow;JABALI Mobiliengesellschaft mbH & Co. KG;ABR904504764553;02.06.2025
SEE963954189316;G-100183854;In Betrieb;27.08.2012;17.12.2019;Wind;2000;2000;17111;Sarow;JABALI Mobiliengesellschaft mbH & Co. KG;ABR904504764553;17.02.2025
SEE947268093897;G-100185057;In Betrieb;28.11.2014;17.12.2019;Wind;2000;2000;17111;Sarow;JABALI Mobiliengesellschaft mbH & Co. KG;ABR904504764553;03.03.2025
SEE915138770230;G-100185058;In Betrieb;07.12.2014;17.12.2019;Wind;2000;2000;17111;Sarow;JABALI Mobiliengesellschaft mbH & Co. KG;ABR904504764553;03.04.2025
SEE943949289146;G-100185059;In Betrieb;26.11.2014;17.12.2019;Wind;2000;2000;17111;Sarow;JABALI Mobiliengesellschaft mbH & Co. KG;ABR904504764553;27.01.2025
SEE944004787799;G-100185060;In Betrieb;03.12.2014;17.12.2019;Wind;2000;2000;17111;Sarow;JABALI Mobiliengesellschaft mbH & Co. KG;ABR904504764553;24.02.2025
SEE981639928791;TL 10;In Betrieb;30.01.2017;17.12.2019;Wind;3300;3300;17091;Groß Teetzleben;3. Erneuerbare Energien Teetzleben GmbH & Co.KG;ABR990524747904;03.08.2021
SEE910187688116;TL 11;In Betrieb;30.01.2017;17.12.2019;Wind;3300;3300;17091;Groß Teetzleben;3. Erneuerbare Energien Teetzleben GmbH & Co.KG;ABR990524747904;21.07.2021
SEE935097668744;TL 3;In Betrieb;27.11.2012;17.12.2019;Wind;3075;3075;17091;Groß Teetzleben;Erneuerbare Energien Teetzleben GmbH & Co.KG;ABR986962635385;03.08.2021
SEE928776422898;TL 4;In Betrieb;12.11.2012;17.12.2019;Wind;3075;3075;17091;Groß Teetzleben;Erneuerbare Energien Teetzleben GmbH & Co.KG;ABR986962635385;11.11.2021
SEE934847520882;TL 6;In Betrieb;23.11.2012;17.12.2019;Wind;3075;3075;17091;Groß Teetzleben;Erneuerbare Energien Teetzleben GmbH & Co.KG;ABR986962635385;03.08.2021
SEE972228277475;TL 7;In Betrieb;15.11.2012;17.12.2019;Wind;3075;3075;17091;Groß Teetzleben;Erneuerbare Energien Teetzleben GmbH & Co.KG;ABR986962635385;03.08.2021
SEE959359530402;WEA08;In Betrieb;13.12.2019;16.12.2019;Wind;2350;2350;23923;Schönberg;Bürgerwindpark Schönberg GmbH & Co. KG;ABR994636054042;28.08.2024
SEE942862383917;FL Stadt WEA 6;In Betrieb;29.09.2012;16.12.2019;Wind;2000;2000;17098;Friedland;(natürliche Person);ABR935166598330;02.01.2024
SEE932151465851;TL 9;In Betrieb;25.08.2017;16.12.2019;Wind;3300;3300;17091;Groß Teetzleben;Erneuerbare Energien Teetzleben GmbH & Co.KG;ABR986962635385;19.07.2021
SEE927626901217;FL Stadt WEA 1;In Betrieb;06.03.2009;15.12.2019;Wind;2000;2000;17098;Friedland;WEWA-Windkraft 3 GmbH & Co. KG;ABR971464849279;31.01.2025
SEE916298295564;FL Stadt WEA 2;In Betrieb;25.02.2009;15.12.2019;Wind;2000;2000;17098;Friedland;WEWA-Windkraft 4 GmbH & Co. KG;ABR993591619457;06.03.2025
SEE949084948122;FL Stadt WEA 4;In Betrieb;10.02.2009;14.12.2019;Wind;2000;2000;17098;Friedland;Friedland Energie GmbH & Co.KG;ABR904291516762;09.04.2025
SEE953614384380;Sternberg KG E 101;In Betrieb;15.08.2014;13.12.2019;Wind;3050;3050;18461;Gremersdorf-Buchholz;Sternberg KG;ABR933559472014;30.12.2024
SEE907120682461;WEA Werder;In Betrieb;13.04.1999;12.12.2019;Wind;500;500;19386;Werder;(natürliche Person);ABR921522477425;22.01.2021
SEE944782445447;NX 1281 (2);In Betrieb;16.04.2001;10.12.2019;Wind;1300;1300;18196;Dummerstorf;DK Windpark Kavelstorf GmbH & Co. KG;ABR993662589948;15.10.2024
SEE966838344221;NX 1280 (3);In Betrieb;16.04.2001;10.12.2019;Wind;1300;1300;18196;Dummerstorf;DK Windpark Kavelstorf GmbH & Co. KG;ABR993662589948;15.10.2024
SEE903854617823;NX 1279 (6);In Betrieb;16.04.2001;10.12.2019;Wind;1300;1300;18196;Dummerstorf;DK Windpark Kavelstorf GmbH & Co. KG;ABR993662589948;15.10.2024
SEE920172603062;NX 9157 (4);In Betrieb;16.04.2001;10.12.2019;Wind;1000;1000;18196;Dummerstorf;DK Windpark Kavelstorf GmbH & Co. KG;ABR993662589948;15.10.2024
SEE900216985521;NX 9158 (5);In Betrieb;16.04.2001;10.12.2019;Wind;1000;1000;18196;Dummerstorf;DK Windpark Kavelstorf GmbH & Co. KG;ABR993662589948;15.10.2024
SEE933913061113;NX 9166 (2);In Betrieb;25.01.2002;10.12.2019;Wind;1000;1000;18236;Kröpelin;Bürgerwindpark GmbH Kröpelin;ABR913417533699;29.11.2022
SEE952977220755;NX 9167 (3);In Betrieb;25.01.2002;10.12.2019;Wind;1000;1000;18236;Kröpelin;Bürgerwindpark GmbH Kröpelin;ABR913417533699;16.01.2023
SEE940428745278;NX 9165 (7);In Betrieb;17.01.2002;10.12.2019;Wind;1000;1000;18236;Kröpelin;Bürgerwindpark GmbH Kröpelin;ABR913417533699;08.08.2022
SEE985840637671;WEA 7 - 1010589;In Betrieb;11.07.2014;09.12.2019;Wind;3050;3050;18276;Glasewitz;Glasewitz 2 GmbH & Co. KG;ABR926171683371;03.03.2022
SEE962567713420;WEA 8 - 1010590;In Betrieb;09.08.2014;09.12.2019;Wind;3050;3050;18276;Plaaz;Glasewitz 2 GmbH & Co. KG;ABR926171683371;03.03.2022
SEE977543621743;WEA 6- 1010588;In Betrieb;11.05.2015;09.12.2019;Wind;3050;3050;18276;Glasewitz;WP Glasewitz 5 GmbH & Co. KG;ABR943275644398;03.03.2022
SEE948098808965;WEA06;In Betrieb;06.12.2019;06.12.2019;Wind;2350;2350;23923;Schönberg;Bürgerwindpark Schönberg GmbH & Co. KG;ABR994636054042;10.09.2024
SEE995353597492;WEA04;In Betrieb;04.12.2019;05.12.2019;Wind;2350;2350;23923;Schönberg;Bürgerwindpark Schönberg GmbH & Co. KG;ABR994636054042;28.10.2024
SEE921919879290;WEA07;In Betrieb;03.12.2019;05.12.2019;Wind;2350;2350;23923;Schönberg;Bürgerwindpark Schönberg GmbH & Co. KG;ABR994636054042;10.09.2024
SEE963655775627;V 44772;In Betrieb;19.01.2012;05.12.2019;Wind;2000;2000;17392;Sarnow;Windpark Panschow GmbH & Co. KG;ABR955788991432;16.12.2024
SEE921019713975;WP Breitling 8501;In Betrieb;08.02.2006;04.12.2019;Wind;2500;2500;18146;Rostock;e.disnatur Erneuerbare Energien GmbH;ABR905749214889;06.01.2025
SEE904590431032;WEA 32 V-43799;In Betrieb;14.12.2012;04.12.2019;Wind;2000;2000;17398;Neu Kosenow;Windkraft Neu Kosenow 1 - 4 GmbH & Co. KG;ABR944505379189;22.04.2025
SEE944761660762;WEA 31 V-43792;In Betrieb;14.02.2012;04.12.2019;Wind;2000;2000;17398;Neu Kosenow;Windkraft Neu Kosenow 1 - 4 GmbH & Co. KG;ABR944505379189;25.10.2024
SEE902089472252;WEA 29 V-43806;In Betrieb;11.01.2013;04.12.2019;Wind;2000;2000;17398;Neu Kosenow;Windkraft Neu Kosenow 1 - 4 GmbH & Co. KG;ABR944505379189;18.02.2025
SEE938096525032;WEA 28 V-43801;In Betrieb;18.12.2012;04.12.2019;Wind;2000;2000;17398;Neu Kosenow;Windkraft Neu Kosenow 1 - 4 GmbH & Co. KG;ABR944505379189;04.03.2025
SEE929684832762;WEA 27 V-43793;In Betrieb;19.03.2012;04.12.2019;Wind;2000;2000;17398;Neu Kosenow;Windkraft Neu Kosenow 1 - 4 GmbH & Co. KG;ABR944505379189;28.07.2025
SEE914109660594;WEA 26 V-43791;In Betrieb;21.02.2012;04.12.2019;Wind;2000;2000;17398;Neu Kosenow;Windkraft Neu Kosenow 1 - 4 GmbH & Co. KG;ABR944505379189;10.03.2025
SEE922139269021;WEA03;In Betrieb;02.12.2019;03.12.2019;Wind;2350;2350;23923;Schönberg;Bürgerwindpark Schönberg GmbH & Co. KG;ABR994636054042;23.07.2024
